,Catalog No.,Product Name,Clinical Research Yes/NO,FDA Approved Yes/No,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Compound ID,Well,Rack,Barcode,CID
263,S2720,ZM 336372,,,389.45,208260-29-1,free base,Raf,"ZM 336372 is a potent and selective c-Raf inhibitor with IC50 of 70 nM, 10-fold selectivity over B-RAF, no inhibition to PKA/B/C, AMPK, p70S6, etc.",C1(=CC=CC(=C1)C(NC2=CC(=C(C=C2)C)NC(C3=CC=C(C=C3)O)=O)=O)N(C)C,200,http://www.selleckchem.com/products/zm-336372.html,MAPK,K00085d,H6,L1200-3,0187217477,5730
264,S2740,GSK1070916,Yes,,507.63,942918-07-2,free base,Aurora Kinase,GSK1070916 is a reversible and ATP-competitive inhibitor of Aurora B/C with IC50 of 3.5 nM/6.5 nM. It displays >100-fold selectivity against the closely related Aurora A-TPX2 complex. Phase 1.,C1=CN=C2C(=C1C3=CN(N=C3C4=CC=C(C=C4)NC(N(C)C)=O)CC)C=C(N2)C5=CC=CC(=C5)CN(C)C,200,http://www.selleckchem.com/products/gsk1070916.html,Cell Cycle,K04230b,H7,L1200-3,0187217478,46885626
265,S2751,Milciclib (PHA-848125),Yes,,460.57,802539-81-7,free base,CDK,"PHA-848125 is a potent, ATP-competitive CDK inhibitor for CDK2 with IC50 of 45 nM. It is >3-fold more selective for CDK2 than CDK1, 2, 4, 5, and 7. Phase 2.",C12CC(C3=C(C(=NC(=NC=1)NC4=CC=C(C=C4)N5CCN(CC5)C)2)N(N=C3C(NC)=O)C)(C)C,199,http://www.selleckchem.com/products/pha-848125.html,Cell Cycle,K04372d,H8,L1200-3,0187217479,16718576
266,S2768,Dinaciclib (SCH727965),Yes,,396.49,779353-01-4,free base,CDK,"Dinaciclib (SCH727965) is a novel and potent CDK inhibitor for CDK2, CDK5, CDK1 and CDK9 with IC50 of 1 nM, 1 nM, 3 nM and 4 nM, respectively. It also blocks thymidine (dThd) DNA incorporation. Phase 3.",C1C[C@H](N(CC1)C2C=C(N3C(N=2)=C(C=N3)CC)NCC4=CC=C[N+](=C4)[O-])CCO,199,http://www.selleckchem.com/products/dinaciclib-sch727965.html,Cell Cycle,K04338c,H9,L1200-3,0187217480,46926350
267,S2817,Torin 2,,,432.4,1223001-51-1,free base,"ATM/ATR,mTOR","Torin 2 is a potent and selective mTOR inhibitor with IC50 of 0.25 nM; 800-fold greater selectivity for mTOR than PI3K and improved pharmacokinetic properties. Inhibition of ATM/ATR/DNA-PK with EC50 of 28 nM/35 nM/118 nM, respectively.",N1(C(C=CC2C=NC3C(C1=2)=CC(=CC=3)C4C=NC(=CC=4)N)=O)C5C=C(C=CC=5)C(F)(F)F,46,http://www.selleckchem.com/products/torin-2.html,PI3K/Akt/mTOR,K06437a,A1,L1200-4,0187169943,51358113
268,S7435,AR-A014418,,,308.31,487021-52-3,free base,GSK-3,"AR-A014418 is an ATP-competitive, and selective GSK3β inhibitor with IC50 and Ki of 104 nM and 38 nM, without significant inhibition on 26 other kinases tested.",C1=C(SC(=N1)NC(NCC2=CC=C(C=C2)OC)=O)[N+](=O)[O-],201,http://www.selleckchem.com/products/ar-a014418.html,PI3K/Akt/mTOR,K00082c,A10,L1200-4,0187172150,448014
269,S8019,AZD5363,Yes,,428.92,1143532-39-1,free base,Akt,"AZD5363 potently inhibits all isoforms of Akt(Akt1/Akt2/Akt3) with IC50 of 3 nM/8 nM/8 nM, similar to P70S6K/PKA and lower activity towards ROCK1/2. Phase 1/2.",N1(CCC(CC1)(C(=O)N[C@@H](CCO)C2C=CC(=CC=2)Cl)N)C3C4=C(N=CN=3)NC=C4,200,http://www.selleckchem.com/products/azd5363.html,PI3K/Akt/mTOR,K04359c,A11,L1200-4,0187169936,25227436
270,S2859,Golvatinib (E7050),Yes,,633.69,928037-13-2,free base,"VEGFR,c-Met","Golvatinib (E7050) is a dual c-Met and VEGFR-2 inhibitor with IC50 of 14 nM and 16 nM, does not inhibit bFGF-stimulated HUVEC growth (up to 1000 nM). Phase 1/2. ",C1=C(C=CC(=C1F)NC(C2(C(NC3=CC=C(C=C3)F)=O)CC2)=O)OC4=CC(=NC=C4)NC(N5CCC(CC5)N6CCN(CC6)C)=O,31,http://www.selleckchem.com/products/golvatinib-e7050.html,Protein Tyrosine Kinase,K06446a,A2,L1200-4,0187172158,16118392
271,S2895,Tyrphostin 9 ,,,282.38,10537-47-0,free base,EGFR,"Tyrphostin 9 is firstly designed as an EGFR inhibitor with IC50 of 460 μM, but is also found to be more potent to PDGFR with IC50 of 0.5 μM.",C1(C(=C(C=C(C=1)C=C(C#N)C#N)C(C)(C)C)O)C(C)(C)C,198,http://www.selleckchem.com/products/tyrphostin-9-sf-6847.html,Protein Tyrosine Kinase,N11499b,A3,L1200-4,0187172157,5614
272,S2922,Icotinib,Yes,,391.42,610798-31-7,free base,EGFR,"Icotinib is a potent and specific EGFR inhibitor with IC50 of 5 nM, including the EGFR, EGFR(L858R), EGFR(L861Q), EGFR(T790M) and EGFR(T790M, L858R). Phase 4.",C1=C(C=CC=C1NC2=NC=NC3=C2C=C4C(=C3)OCCOCCOCCO4)C#C,199,http://www.selleckchem.com/products/icotinib.html,Protein Tyrosine Kinase,K04369d,A4,L1200-4,0187172156,22024915
273,S6005,VX-702,Yes,,404.3,745833-23-2,free base,p38 MAPK,"VX-702 is a highly selective inhibitor of p38α MAPK, 14-fold higher potency against the p38α versus p38β. Phase 2.",C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(N)=O)C3=C(C=C(C=C3)F)F)C(=O)N)F,200,http://www.selleckchem.com/products/VX-702.html,MAPK,K06392a,A5,L1200-4,0187172155,10341154
274,S7036,XL019,Yes,,444.53,945755-56-6,free base,JAK,"XL019 is a potent and selective JAK2 inhibitor with IC50 of 2.2 nM, exhibiting >50-fold selectivity over JAK1, JAK3 and TYK2. Phase 1.",C1=CC(=CC=C1NC([C@@H]2CCCN2)=O)C3=CC=NC(=N3)NC4=CC=C(C=C4)N5CCOCC5,35,http://www.selleckchem.com/products/xl019.html,JAK/STAT,K06480a,A6,L1200-4,0187172154,57990869
275,S7106,AZD3463,,,448.95,1356962-20-3,free base,ALK,"AZD3463 is a novel orally bioavailable ALK inhibitor with Ki of 0.75 nM, which also inhibits IGF1R with equivalent potency. ",C12=C(C=CC=C1)C(=CN2)C3=C(C=NC(=N3)NC4=C(C=C(C=C4)N5CCC(CC5)N)OC)Cl,53,http://www.selleckchem.com/products/azd3463.html,Protein Tyrosine Kinase,K06466a,A7,L1200-4,0187172153,56599293
276,S7173,AVL-292,Yes,,423.44,1202757-89-8,free base,BTK,"AVL-292 is a covalent, orally active, and highly selective BTK inhibitor with IC50 of <0.5 nM, displaying at least 1400-fold selectivity over the other kinases assayed. Phase 1.",C1(=CN=C(N=C1NC2=CC(=CC=C2)NC(C=C)=O)NC3=CC=C(C=C3)OCCOC)F,200,http://www.selleckchem.com/products/avl-292.html,Angiogenesis,K06483a,A8,L1200-4,0187172152,59174488
277,S7257,CNX-774,,,499.5,1202759-32-7,free base,BTK,"CNX-774 is an irreversible, orally active, and highly selective BTK inhibitor with IC50 of <1 nM.",C1=C(C=C(C=C1)NC(C=C)=O)NC2=C(C=NC(=N2)NC3=CC=C(C=C3)OC4=CC=NC(=C4)C(NC)=O)F,200,http://www.selleckchem.com/products/cnx-774.html,Angiogenesis,K06486a,A9,L1200-4,0187172151,59174579
278,S2820,TAE226 (NVP-TAE226),,,468.94,761437-28-9,free base,FAK,"NVP-TAE226 is a potent FAK inhibitor with IC50 of 5.5 nM and modestly potent to Pyk2, ~10- to 100-fold less potent against InsR, IGF-1R, ALK, and c-Met.",C1(=CC(=C(C=C1)NC2=NC(=C(C=N2)Cl)NC3=C(C=CC=C3)C(NC)=O)OC)N4CCOCC4,200,http://www.selleckchem.com/products/nvp-tae226.html,Angiogenesis,K05000b,B1,L1200-4,0187172136,9934347
279,S8002,GSK2636771,Yes,,433.42,1372540-25-4,free base,PI3K,"GSK2636771 is a potent, orally bioavailable, PI3Kβ-selective inhibitor, sensitive to PTEN null cell lines. Phase 1/2a.",C1=C(C=C2C(=C1C(=O)O)N=C(N2CC3=CC=CC(=C3C)C(F)(F)F)C)N4CCOCC4,64,http://www.selleckchem.com/products/gsk2636771.html,PI3K/Akt/mTOR,K04329b,B10,L1200-4,0187172145,56949517
280,S8023,TCS 359,,,360.43,301305-73-7,free base,FLT3,TCS 359 is a potent FLT3 inhibitor with IC50 of 42 nM.,C12=C(C(=C(S1)NC(C3C=C(C(=CC=3)OC)OC)=O)C(=O)N)CCCC2,41,http://www.selleckchem.com/products/tcs-359.html,Angiogenesis,K00612b,B11,L1200-4,0187172146,1048845
281,S2864,IMD 0354,,,383.67,978-62-1,free base,IκB/IKK,IMD-0354 is an IKKβ inhibitor and blocks IκBα phosphorylation in NF-κB pathway.,C1=CC(=CC(=C1O)C(NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=O)Cl,26,http://www.selleckchem.com/products/imd-0354.html,NF-κB,K02680b,B2,L1200-4,0187172137,5081913
282,S2896,ZM 323881 HCl,,,411.86,193000-39-4,hydrochloride,VEGFR,"ZM 323881 is a potent and selective VEGFR2 inhibitor with IC50 of <2 nM, almost no activity on VEGFR1, PDGFRβ, FGFR1, EGFR and ErbB2.",C1(C(=CC(=C(C=1)NC2N=CN=C3C=C(C=CC=23)OCC4C=CC=CC=4)F)C)O.Cl,24,http://www.selleckchem.com/products/zm-323881-hcl.html,Protein Tyrosine Kinase,K06447a,B3,L1200-4,0187172138,22624897
283,S2924,CHIR-99021 (CT99021) HCl,,,501.8,252917-06-9(freebase),hydrochloride,GSK-3,"CHIR-99021 HCl (CT99021) is hydrochloride of CHIR-99021, which is a GSK-3α/β inhibitor with IC50 of 10 nM/6.7 nM; ability to distinguish between GSK-3 and its closest homologs Cdc2 and ERK2.",C1(=NC=C(C(=N1)C2=CC=C(C=C2Cl)Cl)C3NC=C(N=3)C)NCCNC4(=NC=C(C=C4)C#N).Cl,185,http://www.selleckchem.com/products/chir-99021-ct99021-hcl.html,PI3K/Akt/mTOR,K05652c,B4,L1200-4,0187172139,9956119
284,S7000,AP26113,Yes,,529.01,1197958-12-5,free base,ALK,"AP26113 is a potent ALK inhibitor with IC50 of 0.62 nM, demonstrated ability overcome Crizotinib resistance mediated by a L1196M mutation. Phase 1/2.",C1(N=C(C(=CN=1)Cl)NC2C(=CC=CC=2)P(=O)(C)C)NC3C(=CC(=CC=3)N4CCC(CC4)N(C)C)OC,85,http://www.selleckchem.com/products/ap26113.html,Protein Tyrosine Kinase,K04367d,B5,L1200-4,0187172140,57390074
285,S7039,PD168393,,,369.22,194423-15-9,free base,EGFR,"PD168393 is an irreversible EGFR inhibitor with IC50 of 0.70 nM, irreversibly alkylate Cys-773; inactive against insulin, PDGFR, FGFR and PKC.",C1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)Br)NC(C=C)=O,200,https://www.selleckchem.com/products/pd168393.html,Protein Tyrosine Kinase,K06458a,B6,L1200-4,0187172141,4708
286,S7114,NU6027,,,251.28,220036-08-8,free base,CDK,"NU6027 is a potent ATR/CDK inhibitor, inhibits CDK1/2, ATR and DNA-PK with Ki of 2.5 μM/1.3 μM, 0.4 μM and 2.2 μM, enter cells more readily than the 6-aminopurine-based inhibitors.",C1CCCC(C1)COC2=NC(=NC(=C2N=O)N)N,198,http://www.selleckchem.com/products/nu6027.html,Cell Cycle,K06463a,B7,L1200-4,0187172142,398148
287,S7176,SKI II,,,302.78,312636-16-1,free base,S1P Receptor,"SKI II is a highly selective and non ATP-competitive S1P receptor inhibitor with IC50 of 0.5 μM, while exhibits no inhibitory on other kinases including PI3K, PKCα and ERK2.",C1(C2=CC=C(C=C2)Cl)N=C(NC3=CC=C(C=C3)O)SC=1,201,http://www.selleckchem.com/products/ski-ii.html,GPCR & G Protein,K06467a,B8,L1200-4,0187172143,753704
288,S7284,CO-1686 (AVL-301),Yes,,555.55,1374640-70-6,free base,EGFR,"CO-1686 is an irreversible, mutant-selective EGFR inhibitor with Ki of 21.5 nM and 303.3 nM for EGFRL858R/T790M and EGFRWT, respectively. Phase 1/2.",C1(=CN=C(N=C1NC2=CC=CC(=C2)NC(=O)C=C)NC3=C(C=C(C=C3)N4CCN(CC4)C(C)=O)OC)C(F)(F)F,180,http://www.selleckchem.com/products/co-1686.html,Protein Tyrosine Kinase,K06476a,B9,L1200-4,0187172144,57335384
289,S2823,Tideglusib,Yes,,334.39,865854-05-3,free base,GSK-3,"Tideglusib is an irreversible, non ATP-competitive GSK-3β inhibitor with IC50 of 60 nM; fails to inhibit kinases with a Cys homologous to Cys-199 located in the active site. Phase 1/2.",S1N(C(N(C1=O)CC2C=CC=CC=2)=O)C3C=CC=C4C=CC=CC=34,10,http://www.selleckchem.com/products/tideglusib.html,PI3K/Akt/mTOR,K04375b,C1,L1200-4,0187172135,11313622
290,S8003,PQ 401,,,341.79,196868-63-0,free base,IGF-1R,PQ401 inhibits autophosphorylation of IGF-1R domain with IC50 of <1 μM.,N(C(=O)NC1C=C(N=C2C=CC=CC=12)C)C3=C(C=CC(=C3)Cl)OC,93,http://www.selleckchem.com/products/pq-401.html,Protein Tyrosine Kinase,K00614b,C10,L1200-4,0187172126,9549305
291,S8024,Tyrphostin AG 1296,,,266.29,146535-11-7,free base,"FGFR,c-Kit,PDGFR","Tyrphostin AG 1296 is an inhibitor of PDGFR with IC50 of 0.3-0.5 μM, no activity to EGFR.",N1C(=CN=C2C=C(C(=CC=12)OC)OC)C3C=CC=CC=3,22,http://www.selleckchem.com/products/tyrphostin-ag-1296-ag-1296.html,Protein Tyrosine Kinase,K02636b,C11,L1200-4,0187172125,2049
292,S2867,WHI-P154,,,376.2,211555-04-3,free base,"JAK,EGFR","WHI-P154 is a potent JAK3 inhibitor with IC50 of 1.8 μM, no activity against JAK1 or JAK2, also inhibits EGFR, Src, Abl, VEGFR and MAPK, prevents Stat3, but not Stat5 phosphorylation.",N1C=NC(=C2C=C(C(=CC=12)OC)OC)NC3C=C(C(=CC=3)O)Br,199,http://www.selleckchem.com/products/whi-p154.html,JAK/STAT,K02614b,C2,L1200-4,0187172134,3795
293,S2897,ZM 306416,,,333.74,690206-97-4,free base,VEGFR,"ZM 306416 is a VEGFR (Flt and KDR) inhibitor for VEGFR1 with IC50 of 0.33 μM, but also found to inhibit EGFR with IC50 of <10 nM.",C12C(C=C(C(=C1)OC)OC)=NC=NC=2NC3=C(C=C(C=C3)Cl)F,200,http://www.selleckchem.com/products/zm-306416.html,Protein Tyrosine Kinase,K06448a,C3,L1200-4,0187172133,5329006
294,S2928,TAK-715,Yes,,399.51,303162-79-0,free base,p38 MAPK,"TAK-715 is a p38 MAPK inhibitor for p38α with IC50 of 7.1 nM, 28-fold more selective for p38α over p38β, no inhibition to p38γ/δ, JNK1, ERK1, IKKβ, MEKK1 or TAK1. Phase 2.",C(C1C=CC=CC=1)(=O)NC2C=C(C=CN=2)C3=C(N=C(S3)CC)C4C=C(C=CC=4)C,200,http://www.selleckchem.com/products/tak-715.html,MAPK,K06251b,C4,L1200-4,0187172132,9952773
295,S8078,Bardoxolone Methyl,Yes,,505.69,218600-53-4,free base,IκB/IKK,"Bardoxolone Methyl is an IKK inhibitor, showing potent proapoptotic and anti-inflammatory activities. Phase 3.",C1C(CC[C@@]2(CC[C@]3([C@@]4(CC[C@]5(C(C(C(=C[C@]5(C4=CC([C@]3([C@]2(1)[H])[H])=O)C)C#N)=O)(C)C)[H])C)C)C(=O)OC)(C)C,41,http://www.selleckchem.com/products/bardoxolone-methyl.html,NF-κB,K06472a,C5,L1200-4,0187172131,400769
296,S7050,AZ20,,,412.51,1233339-22-4,free base,ATM/ATR,"AZ20 is a novel potent and selective inhibitor of ATR kinase with IC50 of 5 nM, 8-fold selectivity over mTOR.",C1=C(N=C(N=C1N2[C@@H](COCC2)C)C3=CC=CC4=C3C=CN4)C5(S(C)(=O)=O)CC5,201,http://www.selleckchem.com/products/az20.html,PI3K/Akt/mTOR,K06485a,C6,L1200-4,0187172130,46244454
297,S7127,TIC10,,,386.49,41276-02-2,free base,Akt,"TIC10 inactivates Akt and ERK to induce TRAIL through Foxo3a, possesses superior drug properties: delivery across the blood-brain barrier, superior stability and improved pharmacokinetics.",C1=CC=CC(=C1)CN2CCC3=C(C2)C(N4C(N3CC5=C(C=CC=C5)C)=NCC4)=O,28,http://www.selleckchem.com/products/tic10.html,PI3K/Akt/mTOR,K06469a,C7,L1200-4,0187172129,336423
298,S7194,GZD824,,,724.77,1421783-64-3,mesylate,Bcr-Abl,"GZD824 is a novel orally bioavailable Bcr-Abl inhibitor for Bcr-Abl(WT) and Bcr-Abl(T315I) with IC50 of 0.34 nM and 0.68 nM, respectively. ",C1(=CC(=CC(=C1C)C#CC2=CC3=C(N=C2)NN=C3)C(NC4=CC(=C(C=C4)CN5CCN(CC5)C)C(F)(F)F)=O).CS(=O)(=O)O.CS(=O)(=O)O,137,http://www.selleckchem.com/products/gzd824.html,Angiogenesis,K06464a,C8,L1200-4,0187172128,71519689
299,S7291,TAK-632,,,554.52,1228591-30-7,free base,Raf,"TAK-632 is a potent pan-Raf inhibitor with IC50 of 8.3 nM and 1.4 nM for B-Raf(wt) and C-Raf, respectively, showing less or no inhibition against other tested kinases.",C12=C(C(=C(C=C1)OC3=CC(=C(C=C3)F)NC(CC4=CC=CC(=C4)C(F)(F)F)=O)C#N)SC(=N2)NC(C5CC5)=O,180,http://www.selleckchem.com/products/tak-632.html,MAPK,K06240b,C9,L1200-4,0187172127,46209401
300,S2824,TPCA-1,,,279.29,507475-17-4,free base,IκB/IKK,"TPCA-1 is an inhibitor of IKK-2 with IC50 of 17.9 nM, inhibits NF-κB pathway, exhibits 22-fold selectivity over IKK-1.",C1(=C(C=C(S1)C2C=CC(=CC=2)F)C(=O)N)NC(=O)N,200,http://www.selleckchem.com/products/tpca-1.html,NF-κB,K02029b,D1,L1200-4,0187172112,9903786
301,S8004,ZM 39923 HCl,,,367.91,1021868-92-7,hydrochloride,JAK,"ZM 39923 is an JAK1/3 inhibitor with pIC50 of 4.4/7.1, almost no activity to JAK2 and modestly potent to EGFR; also found to be sensitive to transglutaminase.",C(CCN(C(C)C)CC1C=CC=CC=1)(=O)C2(C=C3C=CC=CC(=CC=2)3).Cl,81,http://www.selleckchem.com/products/zm-39923-hcl.html,JAK/STAT,K02615c,D10,L1200-4,0187172121,176406
302,S8031,NSC 23766,,,530.96,1177865-17-6,hydrochloride,Rac,"NSC 23766 is an inhibitor of Rac GTPase targeting Rac activation by guanine nucleotide exchange factors (GEFs) with IC50 of ~50 μM; does not inhibit the closely related  targets, Cdc42 or RhoA.",N1(C(=CC(=C2C=C(C=CC=12)NC3=NC(=NC(=C3)C)NC(CCCN(CC)CC)C)N)C).Cl.Cl.Cl,199,http://www.selleckchem.com/products/nsc-23766.html,Cell Cycle,K06454a,D11,L1200-4,0187172122,16759159
303,S2870,TG100713,,,254.25,925705-73-3,free base,PI3K,"TG100713 is a pan-PI3K inhibitor against PI3Kγ, PI3Kδ, PI3Kα and PI3Kβ with IC50 of 50 nM, 24 nM, 165 nM and 215 nM, respectively.",C1(C=C(C=CC=1)C2=NC3=C(N=C(N=C(N=C2)3)N)N)O,10,http://www.selleckchem.com/products/tg-100713.html,PI3K/Akt/mTOR,K06445a,D2,L1200-4,0187172113,17751063
304,S2899,GNF-2,,,374.32,778270-11-4,free base,Bcr-Abl,"GNF-2 is a highly selective non-ATP competitive inhibitor of Bcr-Abl, shows no activity to Flt3-ITD, Tel-PDGFR, TPR-MET and Tel-JAK1 transformed tumor cells.",C1=CC(=CC(=C1)C(=O)N)C2=NC=NC(=C2)NC3=CC=C(C=C3)OC(F)(F)F,200,http://www.selleckchem.com/products/gnf-2.html,Angiogenesis,K02605b,D3,L1200-4,0187172114,5311510
305,S3012,Pazopanib,Yes,Yes,437.52,444731-52-6,free base,"PDGFR,c-Kit,VEGFR","Pazopanib is a novel multi-target inhibitor of VEGFR1, VEGFR2, VEGFR3, PDGFR, FGFR, c-Kit and c-Fms with IC50 of 10 nM, 30 nM, 47 nM, 84 nM, 74 nM, 140 nM and 146 nM, respectively.",C1(C(=CC=C(C=1)NC2N=C(C=CN=2)N(C)C3C=CC4=C(N(N=C(C=3)4)C)C)C)S(=O)(=O)N,201,http://www.selleckchem.com/products/pazopanib.html,Protein Tyrosine Kinase,K00959d,D4,L1200-4,0187172115,10113978
306,S7007,"MEK162 (ARRY-162, ARRY-438162)",,,441.23,606143-89-9,free base,MEK,ARRY-438162 is a potent inhibitor of MEK1/2 with IC50 of 12 nM.,C12=C(C=C(C(=C1F)NC3=C(C=C(C=C3)Br)F)C(NOCCO)=O)N(C=N2)C,199,http://www.selleckchem.com/products/mek162.html,MAPK,K04308b,D5,L1200-4,0187172116,10288191
307,S7060,PP1,Yes,,281.36,172889-26-8,free base,Src,PP1 is a potent and selective Src inhibitor for Lck/Fyn with IC50 of 5 nM/ 6 nM.,N1=CN=C2C(=C1N)C(=NN2C(C)(C)C)C3=CC=C(C=C3)C,14,http://www.selleckchem.com/products/pp1.html,Angiogenesis,K06489b,D6,L1200-4,0187172117,1400
308,S7136,CGK 733,,,555.84,905973-89-9,free base,ATM/ATR,CGK 733 is a potent and selective inhibitor of ATM/ATR with IC50 of ~200 nM.,C1=C(C(=CC(=C1)NC(NC(C(Cl)(Cl)Cl)NC(C(C2=CC=CC=C2)C3=CC=CC=C3)=O)=S)[N+](=O)[O-])F,179,http://www.selleckchem.com/products/cgk-733.html,DNA Damage,K00621b,D7,L1200-4,0187172118,6605258
309,S7195,RKI-1447,,,326.37,1342278-01-6,free base,ROCK,"RKI-1447 is a potent inhibitor of ROCK1 and ROCK2, with IC50 of 14.5 nM and 6.2 nM, respectively, has anti-invasive and antitumor activities.",C1=NC=CC(=C1)C2N=C(SC=2)NC(NCC3=CC=CC(=C3)O)=O,199,http://www.selleckchem.com/products/rki-1447.html,Cell Cycle,K06465a,D8,L1200-4,0187172119,60138149
310,S7293,ZCL278,,,584.89,587841-73-4,free base,Rac,ZCL278 is a selective Cdc42 GTPase inhibitor with Kd of 11.4 μM.,C1=C(N=C(N=C1C)NS(C2=CC=C(C=C2)NC(NC(COC3=C(C=C(C=C3)Br)Cl)=O)=S)(=O)=O)C,170,http://www.selleckchem.com/products/zcl278.html,Cell Cycle,K06482a,D9,L1200-4,0187172120,1791111
311,S2827,Torin 1,,,607.62,1222998-36-8,free base,"Autophagy,mTOR",Torin 1 is a potent inhibitor of mTORC1/2 with IC50 of 2 nM/10 nM; exhibits 1000-fold selectivity for mTOR than PI3K. ,N1(C(C=CC2C=NC3C(C1=2)=CC(=CC=3)C4C=NC5=CC=CC=C(C=4)5)=O)C6C=C(C(=CC=6)N7CCN(CC7)C(CC)=O)C(F)(F)F,10,http://www.selleckchem.com/products/torin-1.html,PI3K/Akt/mTOR,K06440a,E1,L1200-4,0187172111,49836027
312,S8005,SMI-4a,,,273.23,438190-29-5,free base,Pim,"SMI-4a is a potent inhibitor of Pim1 with IC50 of 17 nM, modest potent to Pim-2, does not significantly inhibit other serine/threonine- or tyrosine-kinases.",S1C(NC(C/1=C\C2C=C(C=CC=2)C(F)(F)F)=O)=O,201,http://www.selleckchem.com/products/smi-4a.html,JAK/STAT,K02695c,E10,L1200-4,0187172102,1361334
313,S8032,"PRT062607 (P505-15, BIIB057) HCl",Yes,,429.91,1370261-97-4,hydrochloride,Syk,"PRT062607 (P505-15) HCl is a novel, highly selective Syk inhibitor with IC50 of 1 nM, >80-fold selective for Syk than Fgr, Lyn, FAK, Pyk2 and Zap70.",N1(=C(N=C(C(=C1)C(N)=O)NC2=CC(=CC=C2)N3N=CC=N3)N[C@@H]4CCCC[C@H]4N).Cl,200,https://www.selleckchem.com/products/prt062607-p505-15-hcl.html,Angiogenesis,K06459a,E11,L1200-4,0187172101,56948527
314,S2872,GW5074,,,520.94,220904-83-6,free base,Raf,"GW5074 is a potent and selective c-Raf inhibitor with IC50 of 9 nM, no effect on the activities of JNK1/2/3, MEK1, MKK6/7, CDK1/2, c-Src, p38 MAP, VEGFR2 or c-Fms is noted.",C1=C2C(=CC=C1I)NC(C/2=C/C3=CC(=C(C(=C3)Br)O)Br)=O,199,http://www.selleckchem.com/products/gw5074.html,MAPK,K06452a,E2,L1200-4,0187172110,5924208
315,S2902,S-Ruxolitinib (INCB018424),Yes,,306.37,941685-37-6,free base,JAK,"S-Ruxolitinib is the chirality of INCB018424, which is the first potent, selective, JAK1/2 inhibitor to enter the clinic with IC50 of 3.3 nM/2.8 nM, >130-fold selectivity for JAK1/2 versus JAK3. Phase 3.",N1C2=C(C(=NC=1)C3=CN(N=C3)[C@H](C4CCCC4)CC#N)C=CN2,199,http://www.selleckchem.com/products/s-ruxolitinib.html,JAK/STAT,K04258c,E3,L1200-4,0187172109,50878566
316,S3026,Piceatannol,,,244.24,10083-24-6,free base,Syk,"Piceatannol, a natural stilbene, is a selective Syk inhibitor and ~10-fold selectivity versus Lyn.",C1(C(=CC(=CC=1)/C=C/C2C=C(C=C(C=2)O)O)O)O,196,http://www.selleckchem.com/products/piceatannol.html,Angiogenesis,K00089c,E4,L1200-4,0187172108,667639
317,S7008,PP2,,,301.77,172889-27-9,free base,Src,"PP2 is Src family kinase inhibitor, potently inhibits Lck/Fyn with IC50 of 4 nM/5 nM, ~100-fold less potent to EGFR, inactive for ZAP-70, JAK2 and PKA.",N1=CN=C2C(=C1N)C(=NN2C(C)(C)C)C3=CC=C(C=C3)Cl,198,https://www.selleckchem.com/products/pp2.html,Angiogenesis,K00048f,E5,L1200-4,0187172107,4878
318,S7065,MK-8745,,,431.91,885325-71-3,free base,Aurora Kinase,"MK-8745 is a potent and selective Aurora A inhibitor with IC50 of 0.6 nM, more than 450-fold selectivity for Aurora A over Aurora B.",C1(=CC=CC(=C1F)C(N2CCN(CC2)CC3=CC=CC(=N3)NC4=NC=CS4)=O)Cl,199,http://www.selleckchem.com/products/mk-8745.html,Cell Cycle,K06488a,E6,L1200-4,0187172106,11676373
319,S7145,AZD1080,,,334.37,612487-72-6,free base,GSK-3,"AZD1080 is a selective, orally active, brain permeable GSK3 inhibitor, inhibits human GSK3α and GSK3β with Ki of 6.9 nM and 31 nM, respectively, shows >14-fold selectivity against CDK2, CDK5, CDK1 and Erk2.",C1=C(C=C2C(=C1)NC(=C2C3=CC=C(C=N3)CN4CCOCC4)O)C#N,155,http://www.selleckchem.com/products/azd1080.html,PI3K/Akt/mTOR,K05738b,E7,L1200-4,0187172105,135564570
320,S7198,BIO,Yes,,356.17,667463-62-9,free base,GSK-3,"BIO (6-bromoindirubin-3'-oxime) is a specific inhibitor of GSK-3 with IC50 of 5 nM for GSK-3α/β, shows >16-fold selectivity over CDK5, also a pan-JAK inhibitor.",C1=CC=C2C(=C1)C(\C(N2)=C3\C(NC4=C3C=CC(=C4)Br)=O)=N\O,199,http://www.selleckchem.com/products/bio.html,PI3K/Akt/mTOR,K06470a,E8,L1200-4,0187172104,448949
321,S7317,WZ4003,,,496.99,1214265-58-3,free base,AMPK,"WZ4003 is a highly specific NUAK kinase inhibitor with IC50 of 20 nM and 100 nM for NUAK1 and NUAK2, respectively, without significant inhibition on 139 other kinases.",N1=C(N=C(C(=C1)Cl)OC2=CC(=CC=C2)NC(CC)=O)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC,14,http://www.selleckchem.com/products/wz4003.html,PI3K/Akt/mTOR,K05788b,E9,L1200-4,0187172103,72200024
